n,score
21517,33728
21518,14468
21519,34620
21520,33808
21521,27116
21522,35484
21523,33904
21524,35052
21525,35456
21526,27256
21527,32044
21528,35408
21529,16364
21530,35688
21531,34692
21532,59252
21533,34284
21534,27460
21535,45784
21536,25588
21537,33696
21538,41696
21539,36084
21540,38732
21541,49000
21542,30680
21543,34424
21544,34192
21545,35140
21546,34432
21547,34708
21548,27188
21549,30928
21550,16044
21551,21652
21552,12276
21553,32220
21554,60352
21555,60380
21556,33896
21557,5440
21558,5312
21559,36376
21560,71324
21561,31268
21562,34116
21563,29644
21564,29360
21565,36236
21566,59840
21567,36316
21568,36088
21569,12088
21570,27884
21571,33488
21572,35496
21573,50796
21574,36272
21575,36576
21576,36168
21577,35460
21578,7144
21579,32108
21580,30712
21581,34556
21582,34640
21583,60128
21584,32140
21585,35560
21586,34376
21587,34424
21588,32604
21589,35848
21590,36748
21591,67380
21592,28068
21593,35872
21594,24852
21595,35508
21596,63804
21597,36180
21598,34340
21599,36236
21600,21880
21601,23020
21602,60676
21603,35976
21604,23328
21605,21412
21606,35372
21607,35540
21608,15904
21609,35972
21610,12188
21611,21488
21612,31688
21613,35452
21614,35784
21615,37796
21616,36116
21617,65100
21618,9144
21619,36100
21620,34256
21621,25868
21622,36120
21623,36304
21624,25696
21625,35888
21626,15164
21627,36188
21628,20080
21629,32960
21630,36168
21631,31428
21632,34256
21633,35936
21634,34520
21635,30764
21636,25812
21637,1796
21638,34928
21639,35816
21640,31972
21641,35324
21642,23600
21643,31844
21644,29732
21645,31944
21646,36440
21647,6196
21648,67100
21649,35036
21650,36140
21651,31112
21652,32292
21653,36180
21654,27092
21655,39048
21656,35320
21657,36028
21658,34956
21659,34436
21660,38628
21661,44960
21662,30616
21663,15928
21664,34336
21665,22908
21666,8188
21667,36160
21668,56268
21669,31812
21670,27948
21671,38484
21672,35996
21673,36140
21674,74992
21675,68992
21676,35408
21677,32892
21678,1496
21679,35172
21680,30440
21681,35592
21682,34924
21683,26672
21684,34580
21685,57256
21686,32408
21687,17896
21688,59296
21689,34124
21690,15132
21691,26432
21692,17196
21693,9892
21694,36320
21695,7088
21696,31776
21697,31112
21698,35400
21699,23968
21700,31868
21701,35280
21702,35976
21703,36136
21704,8044
21705,32152
21706,32636
21707,23500
21708,35964
21709,56324
21710,36020
21711,24336
21712,6980
21713,35068
21714,36164
21715,12232
21716,12220
21717,27120
21718,20732
21719,22380
21720,43380
21721,56136
21722,59876
21723,14488
21724,34520
21725,26948
21726,29040
21727,16716
21728,12068
21729,36064
21730,14364
21731,34040
21732,30000
21733,32140
21734,35764
21735,1880
21736,32884
21737,42532
21738,7204
21739,35412
21740,35568
21741,33852
21742,41064
21743,35820
21744,33704
21745,28760
21746,36176
21747,39392
21748,4696
21749,35504
21750,26868
21751,35108
21752,41096
21753,34372
21754,33620
21755,27084
21756,7444
21757,35976
21758,35376
21759,22440
21760,20684
21761,34876
21762,32260
21763,68236
21764,12136
21765,30536
21766,55624
21767,36296
21768,27256
21769,17820
21770,35536
21771,34244
21772,46048
21773,34260
21774,12204
21775,21620
21776,48848
21777,25448
21778,12224
21779,13904
21780,36804
21781,33796
21782,31496
21783,47324
21784,32932
21785,35488
21786,14416
21787,35400
21788,25312
21789,33888
21790,34548
21791,27196
21792,31116
21793,51352
21794,34624
21795,31976
21796,48596
21797,67736
21798,30120
21799,27292
21800,35780
21801,34508
21802,31284
21803,31160
21804,71892
21805,31980
21806,34492
21807,16412
21808,32964
21809,25472
21810,12200
21811,71852
21812,30160
21813,14716
21814,34556
21815,29780
21816,27212
21817,7164
21818,32320
21819,33536
21820,35672
21821,31612
21822,55664
21823,36124
21824,34232
21825,35912
21826,35416
21827,68936
21828,65852
21829,15980
21830,36032
21831,35308
21832,35280
21833,71056
21834,50708
21835,36172
21836,35708
21837,36016
21838,36612
21839,64460
21840,35272
21841,64204
21842,52188
21843,35408
21844,16064
21845,67596
21846,36152
21847,35036
21848,35280
21849,35976
21850,30572
21851,9356
21852,60324
21853,60260
21854,69072
21855,35868
21856,40028
21857,31468
21858,34392
21859,53456
21860,36000
21861,35204
21862,34404
21863,15352
21864,16628
21865,32164
21866,36008
21867,5048
21868,6880
21869,25396
21870,33776
21871,27340
21872,51480
21873,62100
21874,30264
21875,35936
21876,35384
21877,27196
21878,34036
21879,35916
21880,36008
21881,35564
21882,34888
21883,34128
21884,23356
21885,3496
21886,34348
21887,49840
21888,32588
21889,32400
21890,27436
21891,33040
21892,26836
21893,35852
21894,38020
21895,32280
21896,33760
21897,50848
21898,35688
21899,36284
21900,61484
21901,59624
21902,29696
21903,42916
21904,32276
21905,27440
21906,39312
21907,34416
21908,36188
21909,15400
21910,61016
21911,25620
21912,42700
21913,36240
21914,56188
21915,35348
21916,36188
21917,30520
21918,34000
21919,35952
21920,25804
21921,33204
21922,32428
21923,36220
21924,65576
21925,36228
21926,54728
21927,53224
21928,31352
21929,34396
21930,30724
21931,31308
21932,33928
21933,36732
21934,27608
21935,35232
21936,33700
21937,45676
21938,34392
21939,30784
21940,35276
21941,23456
21942,16412
21943,52964
21944,31496
21945,34472
21946,34108
21947,12964
21948,32472
21949,34728
21950,21064
21951,34440
21952,34328
21953,35864
21954,34984
21955,36828
21956,43032
21957,27632
21958,14768
21959,36164
21960,36228
21961,61016
21962,14592
21963,26808
21964,36684
21965,36528
21966,59272
21967,36248
21968,32320
21969,34320
21970,35688
21971,35680
21972,28672
21973,30496
21974,32664
21975,35136
21976,35824
21977,36924
21978,32528
21979,47248
21980,25528
21981,12444
21982,65200
21983,34312
21984,35316
21985,30748
21986,18728
21987,36056
21988,32280
21989,44220
21990,33908
21991,36040
21992,35732
21993,5776
21994,51528
21995,7220
21996,35752
21997,35552
21998,32500
21999,40960
22000,36556
22001,34580
22002,16148
22003,31624
22004,31608
22005,36160
22006,40700
22007,36008
22008,29912
22009,33080
22010,33748
22011,14368
22012,29496
22013,35964
22014,34436
22015,49900
22016,14440
22017,34596
22018,33580
22019,7180
22020,31520
22021,30744
22022,60424
22023,31984
22024,35400
22025,34128
22026,15252
22027,66588
22028,31548
22029,41900
22030,12232
22031,36204
22032,35268
22033,35076
22034,34684
22035,36200
22036,35336
22037,33776
22038,36376
22039,21848
22040,51768
22041,16080
22042,35984
22043,31148
22044,32056
22045,33468
22046,23436
22047,33636
22048,55000
22049,35892
22050,32504
22051,12208
22052,34828
22053,36384
22054,35592
22055,32176
22056,35988
22057,15104
22058,45624
22059,25756
22060,31012
22061,35880
22062,23444
22063,36140
22064,36036
22065,58712
22066,36168
22067,3828
22068,35144
22069,39032
22070,34712
22071,2744
22072,31100
22073,35364
22074,27244
22075,65252
22076,27896
22077,12192
22078,35236
22079,11032
22080,35984
22081,57656
22082,23220
22083,29736
22084,35672
22085,30548
22086,32348
22087,34536
22088,33772
22089,54980
22090,35728
22091,35796
22092,16476
22093,51420
22094,34492
22095,27880
22096,35300
22097,36104
22098,34320
22099,36184
22100,8884
22101,31692
22102,30680
22103,35884
22104,27252
22105,26776
22106,35436
22107,34732
22108,61064
22109,45492
22110,7140
22111,51564
22112,23144
22113,7236
22114,50948
22115,26896
22116,31188
22117,55448
22118,65740
22119,32172
22120,35296
22121,32356
22122,70720
22123,58564
22124,36168
22125,40708
22126,7152
22127,30164
22128,34184
22129,15196
22130,32224
22131,32124
22132,31528
22133,33656
22134,15060
22135,26396
22136,31060
22137,53460
22138,16744
22139,35940
22140,36104
22141,35692
22142,25556
22143,14472
22144,31412
22145,36224
22146,5924
22147,61876
22148,36100
22149,13608
22150,36284
22151,35712
22152,35400
22153,60696
22154,27812
22155,43620
22156,25396
22157,35356
22158,35832
22159,35592
22160,5372
22161,38716
22162,27428
22163,27528
22164,37272
22165,34024
22166,55004
22167,34488
22168,26432
22169,35680
22170,34480
22171,34496
22172,52968
22173,58160
22174,27044
22175,34512
22176,31500
22177,49740
22178,26396
22179,34416
22180,33568
22181,46416
22182,18224
22183,30804
22184,32316
22185,34728
22186,31740
22187,16160
22188,34472
22189,35196
22190,30468
22191,7332
22192,34332
22193,63184
22194,21492
22195,3632
22196,7164
22197,32112
22198,34372
22199,32272
22200,3460
22201,36208
22202,36048
22203,35576
22204,6616
22205,6376
22206,59700
22207,29308
22208,26388
22209,34308
22210,47568
22211,37096
22212,30584
22213,16128
22214,24896
22215,35044
22216,16440
22217,26736
22218,17476
22219,16068
22220,24440
22221,35748
22222,32264
22223,35364
22224,19964
22225,34512
22226,25552
22227,34356
22228,10648
22229,34768
22230,30600
22231,5736
22232,30780
22233,30516
22234,11444
22235,36604
22236,38428
22237,32128
22238,25572
22239,35348
22240,33332
22241,34588
22242,34140
22243,36164
22244,36880
22245,2952
22246,14440
22247,33756
22248,32336
22249,28028
22250,76656
22251,28916
22252,35516
22253,35896
22254,34692
22255,43096
22256,32160
22257,60552
22258,28620
22259,32316
22260,36068
22261,65412
22262,46916
22263,54876
22264,34140
22265,32388
22266,34592
22267,57112
22268,35432
22269,34472
22270,58024
22271,35244
22272,26640
22273,36856
22274,30916
22275,30636
22276,31956
22277,34500
22278,41596
22279,32724
22280,35408
22281,34056
22282,74008
22283,20348
22284,58592
22285,27196
22286,32228
22287,16364
22288,34136
22289,37496
22290,33860
22291,31956
22292,35792
22293,50900
22294,15464
22295,3452
22296,5736
22297,68688
22298,36388
22299,35356
22300,32376
22301,16032
22302,30520
22303,35600
22304,36396
22305,12160
22306,34132
22307,34740
22308,31468
22309,16096
22310,32576
22311,37668
22312,14428
22313,34380
22314,32332
22315,16824
22316,31740
22317,60620
22318,34520
22319,33972
22320,68396
22321,33912
22322,33952
22323,63532
22324,34508
22325,35404
22326,12184
22327,32980
22328,36136
22329,60424
22330,32080
22331,26932
22332,16952
22333,60492
22334,31152
22335,30040
22336,31644
22337,36356
22338,14584
22339,16348
22340,35052
22341,31516
22342,59068
22343,34548
22344,36464
22345,23244
22346,35868
22347,58504
22348,36172
22349,16140
22350,32292
22351,6392
22352,36196
22353,32876
22354,32160
22355,29884
22356,35704
22357,36132
22358,34704
22359,35008
22360,36116
22361,20052
22362,53192
22363,7188
22364,27700
22365,36556
22366,32144
22367,23436
22368,14692
22369,36076
22370,32272
22371,14032
22372,34788
22373,35064
22374,34100
22375,32860
22376,35864
22377,31508
22378,1780
22379,37156
22380,59524
22381,21752
22382,35428
22383,35376
22384,32624
22385,25832
22386,19452
22387,35572
22388,19108
22389,47260
22390,29912
22391,39776
22392,35760
22393,34076
22394,35788
22395,44124
22396,16216
22397,36204
22398,33712
22399,80200
22400,33444
22401,36204
22402,35152
22403,25420
22404,36000
22405,34096
22406,25500
22407,36100
22408,27484
22409,41568
22410,4904
22411,35664
22412,35228
22413,34516
22414,33988
22415,39444
22416,35996
22417,33860
22418,35296
22419,29624
22420,36468
22421,27912
22422,60396
22423,46548
22424,36216
22425,34316
22426,32240
22427,30580
22428,31212
22429,35412
22430,32552
22431,65224
22432,27552
22433,35316
22434,34384
22435,9604
22436,36040
22437,36084
22438,34212
22439,14444
22440,25652
22441,44128
22442,35428
22443,28316
22444,35476
22445,37640
22446,14440
22447,35464
22448,35448
22449,35908
22450,33948
22451,42616
22452,34492
22453,27120
22454,32260
22455,12204
22456,45872
22457,11936
22458,51520
22459,36464
22460,33552
22461,6488
22462,31380
22463,27452
22464,30520
22465,63476
22466,36908
22467,7188
22468,34484
22469,33188
22470,6084
22471,30588
22472,7036
22473,30876
22474,33928
22475,26156
22476,32324
22477,32328
22478,35304
22479,36112
22480,27384
22481,36004
22482,35448
22483,35748
22484,12380
22485,16796
22486,34544
22487,11924
22488,36256
22489,36200
22490,58184
22491,38220
22492,70628
22493,17184
22494,51400
22495,13976
22496,35552
22497,30676
22498,34444
22499,38484
22500,31760
22501,33608
22502,34220
22503,24812
22504,32056
22505,40064
22506,39364
22507,35964
22508,33212
22509,35480
22510,61084
22511,34548
22512,30620
22513,35876
22514,34008
22515,36100
22516,35432
22517,34184
22518,36044
22519,69220
22520,25476
22521,34264
22522,63080
22523,35372
22524,32820
22525,36576
22526,20296
22527,35772
22528,34564
22529,15656
22530,7896
22531,56084
22532,40436
22533,66976
22534,26408
22535,25572
22536,32488
22537,32060
22538,34388
22539,58752
22540,26680
22541,45684
22542,31432
22543,35696
22544,16136
22545,57824
22546,36268
22547,27152
22548,27012
22549,35840
22550,25512
22551,6760
22552,35420
22553,12260
22554,34708
22555,31648
22556,36116
22557,1884
22558,63564
22559,32652
22560,47324
22561,68944
22562,3472
22563,34428
22564,28736
22565,31864
22566,15944
22567,35400
22568,35828
22569,36268
22570,35264
22571,36400
22572,35280
22573,31644
22574,34068
22575,35460
22576,27784
22577,14368
22578,60412
22579,53724
22580,35368
22581,34336
22582,32440
22583,51296
22584,56388
22585,13548
22586,35408
22587,59068
22588,20496
22589,25068
22590,35816
22591,60268
22592,16756
22593,30732
22594,35464
22595,36324
22596,58344
22597,35300
22598,56056
22599,35100
22600,25796
22601,1332
22602,34440
22603,35384
22604,35168
22605,34284
22606,6680
22607,35860
22608,32136
22609,63000
22610,35728
22611,35996
22612,26948
22613,35440
22614,25588
22615,31232
22616,34160
22617,32240
22618,35800
22619,26984
22620,64032
22621,56328
22622,35240
22623,38984
22624,14324
22625,16056
22626,62512
22627,33688
22628,35964
22629,15340
22630,16124
22631,34536
22632,36096
22633,35148
22634,34568
22635,51308
22636,41136
22637,14328
22638,31348
22639,35060
22640,21196
22641,36124
22642,35264
22643,16076
22644,35344
22645,33092
22646,31716
22647,32088
22648,32848
22649,37800
22650,34548
22651,32320
22652,26424
22653,16240
22654,60556
22655,12300
22656,35608
22657,60772
22658,49624
22659,35628
22660,16292
22661,29404
22662,49680
22663,34484
22664,35152
22665,35476
22666,15872
22667,25700
22668,65744
22669,32980
22670,35952
22671,51400
22672,30400
22673,39476
22674,32000
22675,60156
22676,35392
22677,34388
22678,2456
22679,5752
22680,36900
22681,34152
22682,38072
22683,27192
22684,34096
22685,35428
22686,5404
22687,14448
22688,16512
22689,32960
22690,24004
22691,68720
22692,30816
22693,35684
22694,34468
22695,56380
22696,59496
22697,36160
22698,16364
22699,34244
22700,27340
22701,35636
22702,16040
22703,33984
22704,36368
22705,9548
22706,16092
22707,30468
22708,36048
22709,78304
22710,34172
22711,35752
22712,33216
22713,32352
22714,35200
22715,63344
22716,7192
22717,14420
22718,34972
22719,38488
22720,35408
22721,29852
22722,35960
22723,28960
22724,30424
22725,65520
22726,6584
22727,5768
22728,35920
22729,34392
22730,32192
22731,36304
22732,35476
22733,34252
22734,30716
22735,30748
22736,31984
22737,32292
22738,35448
22739,77224
22740,34392
22741,34476
22742,35072
22743,16076
22744,58748
22745,61004
22746,47024
22747,34448
22748,14668
22749,5164
22750,35448
22751,36036
22752,15904
22753,33812
22754,21296
22755,34828
22756,65748
22757,32176
22758,32192
22759,31188
22760,34100
22761,60664
22762,36012
22763,34760
22764,39556
22765,35740
22766,35852
22767,27508
22768,30572
22769,36116
22770,16132
22771,35420
22772,18360
22773,31348
22774,36172
22775,11480
22776,35476
22777,38416
22778,69208
22779,31048
22780,33684
22781,35500
22782,35460
22783,31732
22784,32792
22785,7476
22786,31776
22787,35236
22788,2796
22789,12152
22790,36104
22791,75016
22792,60324
22793,31800
22794,36128
22795,25592
22796,11460
22797,34460
22798,32152
22799,30424
22800,35984
22801,34124
22802,32100
22803,33036
22804,32240
22805,7508
22806,35184
22807,28696
22808,32952
22809,32116
22810,31508
22811,36980
22812,31696
22813,36000
22814,35960
22815,34688
22816,34912
22817,34492
22818,33384
22819,35416
22820,32692
22821,36044
22822,17748
22823,34692
22824,30616
22825,41252
22826,36228
22827,36004
22828,7100
22829,26904
22830,23488
22831,35908
22832,32248
22833,35356
22834,35756
22835,46748
22836,14604
22837,36128
22838,34420
22839,36252
22840,35952
22841,5760
22842,23240
22843,35320
22844,34464
22845,36268
22846,34404
22847,31016
22848,36824
22849,60436
22850,28820
22851,40668
22852,31980
22853,24104
22854,35376
22855,35092
22856,36952
22857,34024
22858,36136
22859,35164
22860,60392
22861,35104
22862,36680
22863,14328
22864,27280
22865,35408
22866,46656
22867,9772
22868,69412
22869,41524
22870,35332
22871,35592
22872,23228
22873,34432
22874,36096
22875,35484
22876,33852
22877,29844
22878,5952
22879,33952
22880,30392
22881,35056
22882,14528
22883,33636
22884,35656
22885,34424
22886,59108
22887,26464
22888,35940
22889,27152
22890,68148
22891,66756
22892,35772
22893,16340
22894,27196
22895,12172
22896,60680
22897,36052
22898,31608
22899,59284
22900,16004
22901,49988
22902,34528
22903,27136
22904,11388
22905,30876
22906,51568
22907,35272
22908,23844
22909,36316
22910,25448
22911,35976
22912,35680
22913,34432
22914,34152
22915,32592
22916,32888
22917,32392
22918,15940
22919,35168
22920,35612
22921,21392
22922,30860
22923,51984
22924,34592
22925,31228
22926,19788
22927,36124
22928,35348
22929,67204
22930,51748
22931,27240
22932,34272
22933,39500
22934,66836
22935,32148
22936,34384
22937,32292
22938,35716
22939,30436
22940,16008
22941,30472
22942,28944
22943,32132
22944,36024
22945,26172
22946,36568
22947,32612
22948,23396
22949,7084
22950,27376
22951,35944
22952,32028
22953,32212
22954,26620
22955,25648
22956,35460
22957,35908
22958,31484
22959,36188
22960,31888
22961,35444
22962,27060
22963,35848
22964,16872
22965,36344
22966,13604
22967,12140
22968,32072
22969,39620
22970,7160
22971,34096
22972,35392
22973,35656
22974,35800
22975,36020
22976,34416
22977,32552
22978,33560
22979,34488
22980,55288
22981,35752
22982,33992
22983,36696
22984,36028
22985,36112
22986,36228
22987,36308
22988,35936
22989,51392
22990,1464
22991,41340
22992,36076
22993,36204
22994,36108
22995,36240
22996,56956
22997,35316
22998,34508
22999,34068
23000,35188
23001,35580
23002,63052
23003,34448
23004,34260
23005,35612
23006,16020
23007,31512
23008,21520
23009,4408
23010,59660
23011,15640
23012,53680
23013,48096
23014,24504
23015,35928
23016,32112
23017,25484
23018,36148
23019,35736
23020,34476
23021,39468
23022,12012
23023,35988
23024,25544
23025,35500
23026,45464
23027,32324
23028,35984
23029,2604
23030,37648
23031,22168
23032,41636
23033,2588
23034,31244
23035,26468
23036,36176
23037,35872
23038,34600
23039,34612
23040,15888
23041,36428
23042,5600
23043,34352
23044,33292
23045,32896
23046,36600
23047,7196
23048,35192
23049,27188
23050,35868
23051,7160
23052,31816
23053,35748
23054,27668
23055,7144
23056,35884
23057,35408
23058,27428
23059,29756
23060,25608
23061,36132
23062,18752
23063,27624
23064,35128
23065,46952
23066,34268
23067,12928
23068,39468
23069,36344
23070,32248
23071,27180
23072,27100
23073,34164
23074,23252
23075,36152
23076,34556
23077,31676
23078,15368
23079,41232
23080,36060
23081,35436
23082,30728
23083,36192
23084,14500
23085,1852
23086,16864
23087,12060
23088,16360
23089,32976
23090,34552
23091,43400
23092,33436
23093,27248
23094,15532
23095,36124
23096,34412
23097,32196
23098,12232
23099,32392
23100,27212
23101,35388
23102,6060
23103,31936
23104,40632
23105,14548
23106,32208
23107,35244
23108,63044
23109,35948
23110,36000
23111,34288
23112,35604
23113,35944
23114,30336
23115,16184
23116,69648
23117,31972
23118,35932
23119,34372
23120,17792
23121,27080
23122,11876
23123,34336
23124,27040
23125,34372
23126,34212
23127,34488
23128,15720
23129,32088
23130,26264
23131,25512
23132,35072
23133,34608
23134,16940
23135,40508
23136,32044
23137,35716
23138,32004
23139,34552
23140,25908
23141,32380
23142,32416
23143,14536
23144,67684
23145,12744
23146,36112
23147,35512
23148,38136
23149,34384
23150,32648
23151,12444
23152,35360
23153,39452
23154,25576
23155,27656
23156,36084
23157,27420
23158,34308
23159,36076
23160,34408
23161,23284
23162,33536
23163,51436
23164,36080
23165,35612
23166,12232
23167,27824
23168,36232
23169,36172
23170,41240
23171,35072
23172,25172
23173,9760
23174,30596
23175,46428
23176,36132
23177,36152
23178,31564
23179,71084
23180,35900
23181,30736
23182,33756
23183,36196
23184,51252
23185,35100
23186,41476
23187,35332
23188,27788
23189,70420
23190,61152
23191,37340
23192,34500
23193,37256
23194,26660
23195,27572
23196,35236
23197,37048
23198,60316
23199,76612
23200,11352
23201,23828
23202,15900
23203,27032
23204,39392
23205,34620
23206,22816
23207,35504
23208,30736
23209,32132
23210,10336
23211,35888
23212,62032
23213,27248
23214,60308
23215,35376
23216,30040
23217,34160
23218,31872
23219,16732
23220,35572
23221,36036
23222,36656
23223,26412
23224,36104
23225,36132
23226,26904
23227,34104
23228,39276
23229,35448
23230,47032
23231,59936
23232,60484
23233,35596
23234,52800
23235,36148
23236,16132
23237,6936
23238,34592
23239,10968
23240,34212
23241,10388
23242,16080
23243,44248
23244,35448
23245,36132
23246,35948
23247,31600
23248,23212
23249,16172
23250,6704
23251,34716
23252,32192
23253,10612
23254,51368
23255,36644
23256,38352
23257,60420
23258,35584
23259,32660
23260,38608
23261,28316
23262,41164
23263,34044
23264,32392
23265,35332
23266,35992
23267,35472
23268,34692
23269,36136
23270,36144
23271,36252
23272,35580
23273,43484
23274,35952
23275,33720
23276,36072
23277,30760
23278,31976
23279,56988
23280,35744
23281,25556
23282,16144
23283,34880
23284,31896
23285,51672
23286,31628
23287,35868
23288,45292
23289,32476
23290,32928
23291,27188
23292,15448
23293,34252
23294,34680
23295,35456
23296,36632
23297,33836
23298,30496
23299,21848
23300,35144
23301,16748
23302,35708
23303,34476
23304,36168
23305,76560
23306,35776
23307,37044
23308,23244
23309,35896
23310,34568
23311,15152
23312,14472
23313,47008
23314,31152
23315,34316
23316,36320
23317,15732
23318,36564
23319,12188
23320,36324
23321,57972
23322,31456
23323,26420
23324,60208
23325,36152
23326,30036
23327,26876
23328,14500
23329,32288
23330,57200
23331,35440
23332,35420
23333,35824
23334,31888
23335,34276
23336,28912
23337,1304
23338,32216
23339,16156
23340,17728
23341,36164
23342,32260
23343,25604
23344,27080
23345,34436
23346,27212
23347,60400
23348,35696
23349,27104
23350,43352
23351,35812
23352,27084
23353,33680
23354,25560
23355,36116
23356,34264
23357,35800
23358,32596
23359,4608
23360,60160
23361,31000
23362,11956
23363,34196
23364,16396
23365,35852
23366,26380
23367,32136
23368,33840
23369,36260
23370,36472
23371,35556
23372,32124
23373,34692
23374,14348
23375,23008
23376,31480
23377,30584
23378,16536
23379,32284
23380,3076
23381,37264
23382,31600
23383,32212
23384,35760
23385,46628
23386,20512
23387,31504
23388,35848
23389,35232
23390,31408
23391,51768
23392,35984
23393,36200
23394,12120
23395,30824
23396,35500
23397,35156
23398,32108
23399,16512
23400,35976
23401,36364
23402,31292
23403,36572
23404,31148
23405,30740
23406,30800
23407,44800
23408,18776
23409,39356
23410,27176
23411,24716
23412,27208
23413,32060
23414,67596
23415,24608
23416,55316
23417,27068
23418,25648
23419,35500
23420,32652
23421,34400
23422,35304
23423,30680
23424,34436
23425,13660
23426,15244
23427,31620
23428,34160
23429,49732
23430,32172
23431,32420
23432,35176
23433,35492
23434,30544
23435,31484
23436,57096
23437,32052
23438,53104
23439,32804
23440,34400
23441,40932
23442,28748
23443,34388
23444,58224
23445,34504
23446,33260
23447,64608
23448,35052
23449,36396
23450,35860
23451,55348
23452,36304
23453,35104
23454,15084
23455,15280
23456,27124
23457,36144
23458,18272
23459,34588
23460,3300
23461,27124
23462,35232
23463,27584
23464,31664
23465,64036
23466,14504
23467,36140
23468,36192
23469,25764
23470,12172
23471,35412
23472,30560
23473,26708
23474,15424
23475,60260
23476,52984
23477,32112
23478,45692
23479,32596
23480,23276
23481,31996
23482,30532
23483,50956
23484,34208
23485,29736
23486,37512
23487,33904
23488,16012
23489,35448
23490,35476
23491,34708
23492,54872
23493,36340
23494,21792
23495,27912
23496,34196
23497,26024
23498,58612
23499,34000
23500,55596
23501,31836
23502,32576
23503,54300
23504,12140
23505,32376
23506,33476
23507,69144
23508,1636
23509,27948
23510,30196
23511,7208
23512,35872
23513,33420
23514,14400
23515,27280
23516,27280
23517,32904
23518,27408
23519,23388
23520,36756
23521,33084
23522,60228
23523,15128
23524,34572
23525,64732
23526,35448
23527,38008
23528,30436
23529,36152
23530,36268
23531,51600
23532,26976
23533,25700
23534,32812
23535,33500
23536,33036
23537,35432
23538,34204
23539,36432
23540,31300
23541,35524
23542,27096
23543,35652
23544,64656
23545,33096
23546,35964
23547,36032
23548,52320
23549,35780
23550,12232
23551,38304
23552,54880
23553,17556
23554,34564
23555,35392
23556,32096
23557,35516
23558,35840
23559,35452
23560,36156
23561,27392
23562,33960
23563,14456
23564,14560
23565,41160
23566,35168
23567,55200
23568,14592
23569,16036
23570,14288
23571,34368
23572,35720
23573,35984
23574,7188
23575,35904
23576,36252
23577,32272
23578,13652
23579,19480
23580,31264
23581,34608
23582,50604
23583,36256
23584,10568
23585,16732
23586,50748
23587,34424
23588,36028
23589,34712
23590,15968
23591,33524
23592,36084
23593,35756
23594,35844
23595,30388
23596,35768
23597,35808
23598,43048
23599,30332
23600,35488
23601,35608
23602,48068
23603,25528
23604,36632
23605,47636
23606,16060
23607,13916
23608,45616
23609,25816
23610,14508
23611,31724
23612,35308
23613,27396
23614,51212
23615,36124
23616,15944
23617,34128
23618,31384
23619,35060
23620,32024
23621,7240
23622,32200
23623,27132
23624,34812
23625,36184
23626,36192
23627,35268
23628,36152
23629,32904
23630,35692
23631,11472
23632,27168
23633,34696
23634,30736
23635,35560
23636,32248
23637,33456
23638,35060
23639,39176
23640,35072
23641,35492
23642,35400
23643,20916
23644,25720
23645,36916
23646,57064
23647,16212
23648,62972
23649,35648
23650,32320
23651,34008
23652,35784
23653,15504
23654,23172
23655,13956
23656,28268
23657,60408
23658,14472
23659,35452
23660,35232
23661,34464
23662,29844
23663,31092
23664,35936
23665,36000
23666,36624
23667,34448
23668,34156
23669,32216
23670,35008
23671,16072
23672,31548
23673,36352
23674,45164
23675,35264
23676,27080
23677,25864
23678,29772
23679,36388
23680,45488
23681,14404
23682,16192
23683,35784
23684,32784
23685,50716
23686,35544
23687,35456
23688,30772
23689,35488
23690,27056
23691,36504
23692,35256
23693,35824
23694,35236
23695,32080
23696,23476
23697,32804
23698,33920
23699,14684
23700,35388
23701,25564
23702,18020
23703,14356
23704,59772
23705,32268
23706,1332
23707,31040
23708,27420
23709,36208
23710,66724
23711,27068
23712,34164
23713,16020
23714,33716
23715,28904
23716,38104
23717,19892
23718,19672
23719,26384
23720,53468
23721,27928
23722,36108
23723,36224
23724,56508
23725,39088
23726,31188
23727,34868
23728,12176
23729,44500
23730,25660
23731,32468
23732,30476
23733,34952
23734,35856
23735,35276
23736,33792
23737,27776
23738,36236
23739,33796
23740,51460
23741,27232
23742,36292
23743,26848
23744,35888
23745,14356
23746,27164
23747,29888
23748,34088
23749,57148
23750,33792
23751,25792
23752,58528
23753,35452
23754,32112
23755,35832
23756,35100
23757,33480
23758,31852
23759,36200
23760,32616
23761,24020
23762,16800
23763,34600
23764,35480
23765,25448
23766,27228
23767,31664
23768,31520
23769,39872
23770,49756
23771,34696
23772,60012
23773,37712
23774,48336
23775,36328
23776,36048
23777,14524
23778,35840
23779,48848
23780,36544
23781,33644
23782,32380
23783,31836
23784,29444
23785,32312
23786,68504
23787,36220
23788,33896
23789,28864
23790,6444
23791,27368
23792,35088
23793,36136
23794,14096
23795,51404
23796,34420
23797,79696
23798,16144
23799,30428
23800,19524
23801,47680
23802,55516
23803,16088
23804,32120
23805,32184
23806,26668
23807,31516
23808,28740
23809,35312
23810,16056
23811,31308
23812,34904
23813,33760
23814,59940
23815,29544
23816,35480
23817,36056
23818,34548
23819,33636
23820,27108
23821,41256
23822,36184
23823,3060
23824,31476
23825,35828
23826,36176
23827,7224
23828,25556
23829,7332
23830,37732
23831,37872
23832,33748
23833,27592
23834,32208
23835,47108
23836,28892
23837,12308
23838,30592
23839,39416
23840,34604
23841,35528
23842,32232
23843,60180
23844,16204
23845,59904
23846,38364
23847,35516
23848,31252
