n,score
31516,35060
31517,35956
31518,32864
31519,33140
31520,27056
31521,34088
31522,36816
31523,27644
31524,32632
31525,8792
31526,31584
31527,35552
31528,28108
31529,35488
31530,54856
31531,14360
31532,32168
31533,35732
31534,33188
31535,14456
31536,34944
31537,16272
31538,35372
31539,22540
31540,14668
31541,25104
31542,7344
31543,32244
31544,56500
31545,28988
31546,34096
31547,35936
31548,10416
31549,50904
31550,33740
31551,32376
31552,15848
31553,11404
31554,21420
31555,12216
31556,35880
31557,38188
31558,14384
31559,35180
31560,31964
31561,35268
31562,32236
31563,34464
31564,25256
31565,35060
31566,12212
31567,36252
31568,59860
31569,45192
31570,15692
31571,31412
31572,36176
31573,70936
31574,29456
31575,55440
31576,28696
31577,21580
31578,35904
31579,35440
31580,22040
31581,34532
31582,6976
31583,47120
31584,35964
31585,31844
31586,62996
31587,36040
31588,31644
31589,36768
31590,52304
31591,35988
31592,36048
31593,37016
31594,44340
31595,32112
31596,25004
31597,32324
31598,36196
31599,33876
31600,33924
31601,33200
31602,12192
31603,35272
31604,23216
31605,34024
31606,54556
31607,34532
31608,34376
31609,32144
31610,22256
31611,34384
31612,19732
31613,35164
31614,36148
31615,31772
31616,37744
31617,35092
31618,36420
31619,26544
31620,35580
31621,35432
31622,14404
31623,15708
31624,34900
31625,36140
31626,7156
31627,34860
31628,31140
31629,46752
31630,14616
31631,30564
31632,36416
31633,36576
31634,33980
31635,49812
31636,30492
31637,36108
31638,35260
31639,16024
31640,66812
31641,31400
31642,34640
31643,35632
31644,32620
31645,34512
31646,51964
31647,28072
31648,36592
31649,36132
31650,16040
31651,34468
31652,27128
31653,21724
31654,32556
31655,10032
31656,60588
31657,55180
31658,43184
31659,36124
31660,27292
31661,7184
31662,49276
31663,9624
31664,51204
31665,35824
31666,12168
31667,34324
31668,14628
31669,34412
31670,32868
31671,20904
31672,36104
31673,14440
31674,30808
31675,34552
31676,64912
31677,34216
31678,33024
31679,35472
31680,33772
31681,7112
31682,33864
31683,31112
31684,35408
31685,35644
31686,35508
31687,26212
31688,60120
31689,34120
31690,34800
31691,12188
31692,48996
31693,7488
31694,28232
31695,36188
31696,14440
31697,12160
31698,35832
31699,35164
31700,34708
31701,21356
31702,31904
31703,34232
31704,52208
31705,28040
31706,35284
31707,32248
31708,32252
31709,27100
31710,58636
31711,32304
31712,35552
31713,16060
31714,27128
31715,32168
31716,35424
31717,35696
31718,55268
31719,33708
31720,30408
31721,35524
31722,34432
31723,60660
31724,58848
31725,34344
31726,16856
31727,16176
31728,14504
31729,31784
31730,69768
31731,36416
31732,35228
31733,34488
31734,36772
31735,28284
31736,35128
31737,14504
31738,35464
31739,35148
31740,35340
31741,36124
31742,58972
31743,36640
31744,35452
31745,34552
31746,47588
31747,35492
31748,35492
31749,35688
31750,34788
31751,47444
31752,60472
31753,55164
31754,34264
31755,5776
31756,25708
31757,35912
31758,55272
31759,34056
31760,34536
31761,18328
31762,32240
31763,36884
31764,26972
31765,35284
31766,23688
31767,50700
31768,32092
31769,36792
31770,34556
31771,55580
31772,34464
31773,36108
31774,20184
31775,31484
31776,47212
31777,59424
31778,14524
31779,31496
31780,35800
31781,66976
31782,36164
31783,36040
31784,32240
31785,2412
31786,34660
31787,36024
31788,35232
31789,26648
31790,34356
31791,41368
31792,25680
31793,36316
31794,29408
31795,33624
31796,36160
31797,34600
31798,32580
31799,31408
31800,32932
31801,20732
31802,39116
31803,23216
31804,30416
31805,7208
31806,36264
31807,27196
31808,36376
31809,36152
31810,37736
31811,45320
31812,67656
31813,79884
31814,59816
31815,60784
31816,16388
31817,35492
31818,33144
31819,32952
31820,28632
31821,34440
31822,37096
31823,32120
31824,30524
31825,40292
31826,32012
31827,37776
31828,25780
31829,34592
31830,27616
31831,27420
31832,15740
31833,36816
31834,23240
31835,35868
31836,36156
31837,17048
31838,25712
31839,36184
31840,10372
31841,36268
31842,36144
31843,34076
31844,35472
31845,35504
31846,36208
31847,35192
31848,27456
31849,54940
31850,31944
31851,33180
31852,35476
31853,27912
31854,36316
31855,6600
31856,60052
31857,35616
31858,7108
31859,32196
31860,34336
31861,34644
31862,12708
31863,36392
31864,34168
31865,39896
31866,35896
31867,34608
31868,39540
31869,34600
31870,30556
31871,14352
31872,38124
31873,30508
31874,13420
31875,32516
31876,17316
31877,16156
31878,60436
31879,25528
31880,28544
31881,27476
31882,59356
31883,15312
31884,14472
31885,31428
31886,30524
31887,28920
31888,34856
31889,36196
31890,46880
31891,55348
31892,29024
31893,35468
31894,30776
31895,34476
31896,34700
31897,12176
31898,31576
31899,34496
31900,14660
31901,35912
31902,36340
31903,36196
31904,35492
31905,34348
31906,38636
31907,35816
31908,39188
31909,63968
31910,34540
31911,50660
31912,35568
31913,32416
31914,56444
31915,35052
31916,35440
31917,69780
31918,36820
31919,29940
31920,36160
31921,58840
31922,42672
31923,35508
31924,25612
31925,32008
31926,25736
31927,65084
31928,15216
31929,36092
31930,35128
31931,7580
31932,51452
31933,15344
31934,30484
31935,51632
31936,12156
31937,34328
31938,7100
31939,35356
31940,29728
31941,25468
31942,34372
31943,36136
31944,27728
31945,35700
31946,36172
31947,40264
31948,14424
31949,34020
31950,46316
31951,25624
31952,27940
31953,34412
31954,25132
31955,34780
31956,50456
31957,35532
31958,35128
31959,34520
31960,35184
31961,61752
31962,36420
31963,31708
31964,55352
31965,20800
31966,30928
31967,52476
31968,5760
31969,60060
31970,34536
31971,70920
31972,30568
31973,28916
31974,14380
31975,62604
31976,35888
31977,13624
31978,16108
31979,36372
31980,32240
31981,36064
31982,63832
31983,10620
31984,26144
31985,32524
31986,36136
31987,55496
31988,35436
31989,36248
31990,31504
31991,34248
31992,32164
31993,35880
31994,32348
31995,68644
31996,32076
31997,28212
31998,35104
31999,34296
32000,33660
32001,21564
32002,38000
32003,45268
32004,23352
32005,35644
32006,35500
32007,38524
32008,36544
32009,23332
32010,32516
32011,36344
32012,43776
32013,22392
32014,33180
32015,33756
32016,26960
32017,35664
32018,32464
32019,36364
32020,32996
32021,23572
32022,26784
32023,36856
32024,7464
32025,35848
32026,30948
32027,36108
32028,21008
32029,35564
32030,35420
32031,67640
32032,35116
32033,65596
32034,36476
32035,35476
32036,69324
32037,35440
32038,32428
32039,14612
32040,33300
32041,7268
32042,34436
32043,35888
32044,38200
32045,35248
32046,7308
32047,15816
32048,36308
32049,32304
32050,19528
32051,15416
32052,36144
32053,34592
32054,31488
32055,46860
32056,27160
32057,58372
32058,58744
32059,36144
32060,14980
32061,35804
32062,34404
32063,35376
32064,30880
32065,32164
32066,32088
32067,67236
32068,36148
32069,35456
32070,33296
32071,34560
32072,35752
32073,26532
32074,35488
32075,32508
32076,35776
32077,56404
32078,69556
32079,37088
32080,16940
32081,30864
32082,35432
32083,34612
32084,16084
32085,34812
32086,34296
32087,35076
32088,32284
32089,55576
32090,31344
32091,30512
32092,34128
32093,31620
32094,7124
32095,35368
32096,35748
32097,51576
32098,40076
32099,15632
32100,30904
32101,25180
32102,35640
32103,36148
32104,35400
32105,16412
32106,63748
32107,10316
32108,10408
32109,39472
32110,30864
32111,63504
32112,69360
32113,36060
32114,33012
32115,67240
32116,36608
32117,19112
32118,33868
32119,32124
32120,36228
32121,27688
32122,35672
32123,18724
32124,14648
32125,10820
32126,32996
32127,34500
32128,3524
32129,36176
32130,31332
32131,24248
32132,36180
32133,15564
32134,59252
32135,47020
32136,35192
32137,33444
32138,33624
32139,33320
32140,34488
32141,61140
32142,34212
32143,29420
32144,35888
32145,27160
32146,9484
32147,34212
32148,60188
32149,34524
32150,15064
32151,25948
32152,31980
32153,27220
32154,34516
32155,35924
32156,50668
32157,31292
32158,56728
32159,32052
32160,34664
32161,5744
32162,31812
32163,35592
32164,36104
32165,34632
32166,35952
32167,34376
32168,34792
32169,49760
32170,35976
32171,51464
32172,36208
32173,35980
32174,58952
32175,58660
32176,59772
32177,32444
32178,35352
32179,27580
32180,27456
32181,35384
32182,31308
32183,33220
32184,25524
32185,35092
32186,35552
32187,33768
32188,35416
32189,26656
32190,39108
32191,34592
32192,27144
32193,27496
32194,16600
32195,31880
32196,36816
32197,14696
32198,71112
32199,35000
32200,32784
32201,35588
32202,10608
32203,36236
32204,65404
32205,21940
32206,7176
32207,35828
32208,34400
32209,27040
32210,26476
32211,23528
32212,36096
32213,35440
32214,14456
32215,12252
32216,37096
32217,21820
32218,37564
32219,21932
32220,32556
32221,13720
32222,60432
32223,35456
32224,34420
32225,35340
32226,16136
32227,31392
32228,15716
32229,55468
32230,36236
32231,36348
32232,31036
32233,36164
32234,39036
32235,35528
32236,14560
32237,26880
32238,27620
32239,33624
32240,37904
32241,59480
32242,35280
32243,32616
32244,34260
32245,35704
32246,14644
32247,31352
32248,32352
32249,15792
32250,68760
32251,37424
32252,34240
32253,33880
32254,36308
32255,35536
32256,15368
32257,31408
32258,28120
32259,15768
32260,36380
32261,25348
32262,25880
32263,14656
32264,36068
32265,60436
32266,35692
32267,59720
32268,32904
32269,16484
32270,35656
32271,22740
32272,14608
32273,32756
32274,34852
32275,36788
32276,34872
32277,33044
32278,59660
32279,34232
32280,36032
32281,12348
32282,36324
32283,36108
32284,35824
32285,11640
32286,35704
32287,35428
32288,31868
32289,35336
32290,35468
32291,59396
32292,39300
32293,14680
32294,50656
32295,34072
32296,6692
32297,24708
32298,36064
32299,30468
32300,55764
32301,3428
32302,26812
32303,31772
32304,34688
32305,34500
32306,33848
32307,32420
32308,46504
32309,35736
32310,34116
32311,34328
32312,36000
32313,26804
32314,60284
32315,26088
32316,60568
32317,71008
32318,60432
32319,35388
32320,20280
32321,36492
32322,36524
32323,35648
32324,41200
32325,55736
32326,40328
32327,66108
32328,34528
32329,36140
32330,32152
32331,21032
32332,40884
32333,34956
32334,58160
32335,35008
32336,34428
32337,32608
32338,12072
32339,71356
32340,15984
32341,67480
32342,32556
32343,15340
32344,32232
32345,27272
32346,31336
32347,36140
32348,26768
32349,33648
32350,24412
32351,30636
32352,70524
32353,6104
32354,36328
32355,35848
32356,58204
32357,30456
32358,35668
32359,48296
32360,27188
32361,34460
32362,34276
32363,34012
32364,36544
32365,60460
32366,30604
32367,16480
32368,27152
32369,33480
32370,33152
32371,9172
32372,60416
32373,36388
32374,30964
32375,35280
32376,41144
32377,22360
32378,30812
32379,35244
32380,32304
32381,55740
32382,15944
32383,27672
32384,36096
32385,36216
32386,36144
32387,34308
32388,1532
32389,36420
32390,69164
32391,2956
32392,34924
32393,36044
32394,38684
32395,32052
32396,34572
32397,35156
32398,36164
32399,16204
32400,36456
32401,16476
32402,32148
32403,25484
32404,37132
32405,25716
32406,35332
32407,24168
32408,34656
32409,54796
32410,51672
32411,35904
32412,27200
32413,44704
32414,12260
32415,35480
32416,31648
32417,43868
32418,14508
32419,38232
32420,36292
32421,39628
32422,35376
32423,35428
32424,34868
32425,35452
32426,34768
32427,34172
32428,33628
32429,28784
32430,32196
32431,34388
32432,16060
32433,61008
32434,36068
32435,34764
32436,58480
32437,50388
32438,35956
32439,34208
32440,16332
32441,34156
32442,12248
32443,32436
32444,16004
32445,35436
32446,31556
32447,56332
32448,16184
32449,32144
32450,15324
32451,45328
32452,35812
32453,59636
32454,34452
32455,32200
32456,68808
32457,45160
32458,35368
32459,30548
32460,51156
32461,45584
32462,39620
32463,59000
32464,35488
32465,32596
32466,60732
32467,35468
32468,31936
32469,24948
32470,20760
32471,33736
32472,26716
32473,31812
32474,34400
32475,32004
32476,36008
32477,39756
32478,32248
32479,35800
32480,25284
32481,64132
32482,14388
32483,35924
32484,16224
32485,11956
32486,25780
32487,39736
32488,35260
32489,39416
32490,60560
32491,76448
32492,16012
32493,33684
32494,35972
32495,16840
32496,3240
32497,55056
32498,34132
32499,57712
32500,35564
32501,35556
32502,34440
32503,36024
32504,30396
32505,59728
32506,35476
32507,35560
32508,42124
32509,16256
32510,47924
32511,33704
32512,40308
32513,28028
32514,27348
32515,32244
32516,29640
32517,33232
32518,35432
32519,36100
32520,65348
32521,33856
32522,36216
32523,32164
32524,14292
32525,34464
32526,32148
32527,27168
32528,21960
32529,37776
32530,71648
32531,26744
32532,34920
32533,12412
32534,34436
32535,31060
32536,29904
32537,16660
32538,26748
32539,33592
32540,62632
32541,31304
32542,31448
32543,31872
32544,32016
32545,5348
32546,14340
32547,32160
32548,53116
32549,35420
32550,38164
32551,27900
32552,34508
32553,36444
32554,50404
32555,36400
32556,26176
32557,35708
32558,35824
32559,35672
32560,32252
32561,34700
32562,69340
32563,14428
32564,25760
32565,36076
32566,31108
32567,27216
32568,27056
32569,61044
32570,32164
32571,23268
32572,14676
32573,35868
32574,34844
32575,34600
32576,5740
32577,30608
32578,23244
32579,36068
32580,35400
32581,36344
32582,27100
32583,33344
32584,31900
32585,35356
32586,60560
32587,65304
32588,54560
32589,35104
32590,59592
32591,32484
32592,32900
32593,14396
32594,32704
32595,59440
32596,32636
32597,35244
32598,34112
32599,69436
32600,34012
32601,23140
32602,67072
32603,34508
32604,67604
32605,58880
32606,34784
32607,33552
32608,12676
32609,7408
32610,31396
32611,33948
32612,36756
32613,45032
32614,38432
32615,27176
32616,25592
32617,14380
32618,38140
32619,12200
32620,12388
32621,40276
32622,31732
32623,31588
32624,32304
32625,60996
32626,58636
32627,36572
32628,31232
32629,36924
32630,31516
32631,34696
32632,35832
32633,45688
32634,28136
32635,37076
32636,31024
32637,15960
32638,26952
32639,35692
32640,25828
32641,64200
32642,35848
32643,31464
32644,33636
32645,31912
32646,55600
32647,33632
32648,31204
32649,7232
32650,35440
32651,27176
32652,50788
32653,35828
32654,36236
32655,78008
32656,14456
32657,36264
32658,23128
32659,35696
32660,33520
32661,35544
32662,35320
32663,66864
32664,36452
32665,65868
32666,34372
32667,30692
32668,36232
32669,16472
32670,41268
32671,34508
32672,36168
32673,34484
32674,62872
32675,34980
32676,12252
32677,30432
32678,36488
32679,31936
32680,36176
32681,12412
32682,24864
32683,27148
32684,56736
32685,35440
32686,34632
32687,23128
32688,34280
32689,31912
32690,33680
32691,30172
32692,58704
32693,56472
32694,56448
32695,42380
32696,32460
32697,36088
32698,34372
32699,35848
32700,47184
32701,34468
32702,71160
32703,17092
32704,36196
32705,32804
32706,28620
32707,35520
32708,32096
32709,67152
32710,27112
32711,44272
32712,32544
32713,28148
32714,55452
32715,35356
32716,36368
32717,31352
32718,35872
32719,35708
32720,35492
32721,56404
32722,36304
32723,36112
32724,36140
32725,54328
32726,25080
32727,14256
32728,32420
32729,16100
32730,31892
32731,32152
32732,35860
32733,64412
32734,35532
32735,21528
32736,34528
32737,36304
32738,36184
32739,26100
32740,30672
32741,14428
32742,35692
32743,40188
32744,14544
32745,35468
32746,36180
32747,5676
32748,14488
32749,30484
32750,34936
32751,10124
32752,27212
32753,36332
32754,36828
32755,29424
32756,14136
32757,30012
32758,34408
32759,33840
32760,54480
32761,53420
32762,26748
32763,16512
32764,33184
32765,36180
32766,3660
32767,51432
32768,39820
32769,36988
32770,34420
32771,35428
32772,30292
32773,31092
32774,35372
32775,32436
32776,31596
32777,36196
32778,32140
32779,14372
32780,39152
32781,36340
32782,36104
32783,35484
32784,16508
32785,67644
32786,40224
32787,35560
32788,30516
32789,31916
32790,36476
32791,33588
32792,13696
32793,34244
32794,34208
32795,36180
32796,10544
32797,60432
32798,67832
32799,16272
32800,33896
32801,36308
32802,5472
32803,27080
32804,14548
32805,35544
32806,35916
32807,25680
32808,15256
32809,30656
32810,36232
32811,33648
32812,12196
32813,36772
32814,77940
32815,41148
32816,38820
32817,35828
32818,27240
32819,34328
32820,25784
32821,35472
32822,33636
32823,30400
32824,35872
32825,51680
32826,46180
32827,37996
32828,53540
32829,27372
32830,13440
32831,35500
32832,31824
32833,29996
32834,34560
32835,65520
32836,34712
32837,34460
32838,36136
32839,68472
32840,35640
32841,25244
32842,35940
32843,5952
32844,36200
32845,26884
32846,28304
32847,32020
32848,36172
32849,7104
32850,52844
32851,59068
32852,35368
32853,35264
32854,34716
32855,34188
32856,30332
32857,31804
32858,23380
32859,60776
32860,43392
32861,35200
32862,60096
32863,35560
32864,4624
32865,34652
32866,35436
32867,32188
32868,32192
32869,27048
32870,36796
32871,27428
32872,60300
32873,36020
32874,27932
32875,35696
32876,12152
32877,35968
32878,65140
32879,16956
32880,26080
32881,43204
32882,59980
32883,12092
32884,47476
32885,31404
32886,35352
32887,36604
32888,60248
32889,35556
32890,16320
32891,35768
32892,30744
32893,33700
32894,35448
32895,28492
32896,34136
32897,30344
32898,32452
32899,12164
32900,35036
32901,35100
32902,5744
32903,31020
32904,60576
32905,36320
32906,36096
32907,35184
32908,35868
32909,34716
32910,58372
32911,16160
32912,7344
32913,27224
32914,58240
32915,30468
32916,38372
32917,36408
32918,30304
32919,34348
32920,22704
32921,31800
32922,40964
32923,35084
32924,36024
32925,55904
32926,11384
32927,12204
32928,32528
32929,7364
32930,34256
32931,36172
32932,31192
32933,34348
32934,25384
32935,69876
32936,36224
32937,31712
32938,34364
32939,33216
32940,31548
32941,34700
32942,49952
32943,30368
32944,32152
